id,title,description,course_id,created_by,created_at
476,Critical Thinking Mastery - Quiz 4,Assessment quiz for Critical Thinking Mastery,182,1452,2025-09-30 17:21:46
477,Critical Thinking Mastery - Quiz 5,Assessment quiz for Critical Thinking Mastery,182,1452,2025-09-22 17:21:46
478,Introduction to Data Science - Quiz 1,Assessment quiz for Introduction to Data Science,183,876,2025-09-26 17:34:18
479,Introduction to Data Science - Quiz 2,Assessment quiz for Introduction to Data Science,183,876,2025-09-17 17:34:18
480,Introduction to Data Science - Quiz 3,Assessment quiz for Introduction to Data Science,183,876,2025-09-23 17:34:18
481,Introduction to Data Science - Quiz 4,Assessment quiz for Introduction to Data Science,183,876,2025-10-05 17:34:18
482,Productivity Skills - Quiz 1,Assessment quiz for Productivity Skills,184,1779,2025-10-01 17:32:48
483,Productivity Skills - Quiz 2,Assessment quiz for Productivity Skills,184,1779,2025-09-25 17:32:48
484,Productivity Skills - Quiz 3,Assessment quiz for Productivity Skills,184,1779,2025-09-27 17:32:48
485,Productivity Skills - Quiz 4,Assessment quiz for Productivity Skills,184,1779,2025-09-18 17:32:48
486,Productivity Skills - Quiz 5,Assessment quiz for Productivity Skills,184,1779,2025-10-07 17:32:48
487,Business German - Quiz 1,Assessment quiz for Business German,185,266,2025-09-19 17:33:18
488,Business German - Quiz 2,Assessment quiz for Business German,185,266,2025-09-22 17:33:18
489,First Aid for Beginners - Quiz 1,Assessment quiz for First Aid for Beginners,187,1177,2025-10-10 17:21:43
490,First Aid for Beginners - Quiz 2,Assessment quiz for First Aid for Beginners,187,1177,2025-10-03 17:21:43
491,First Aid for Beginners - Quiz 3,Assessment quiz for First Aid for Beginners,187,1177,2025-09-15 17:21:43
492,First Aid for Beginners - Quiz 4,Assessment quiz for First Aid for Beginners,187,1177,2025-10-05 17:21:43
493,Chemistry Laboratory - Quiz 1,Assessment quiz for Chemistry Laboratory,188,1149,2025-09-29 17:37:47
494,Chemistry Laboratory - Quiz 2,Assessment quiz for Chemistry Laboratory,188,1149,2025-10-01 17:37:47
495,Chemistry Laboratory - Quiz 3,Assessment quiz for Chemistry Laboratory,188,1149,2025-09-16 17:37:47
496,Chemistry Laboratory - Quiz 4,Assessment quiz for Chemistry Laboratory,188,1149,2025-10-11 17:37:47
497,Modern Drawing Techniques - Quiz 1,Assessment quiz for Modern Drawing Techniques,189,1772,2025-09-28 17:35:55
498,Modern Drawing Techniques - Quiz 2,Assessment quiz for Modern Drawing Techniques,189,1772,2025-09-15 17:35:55
499,Modern Drawing Techniques - Quiz 3,Assessment quiz for Modern Drawing Techniques,189,1772,2025-09-14 17:35:55
500,Modern Drawing Techniques - Quiz 4,Assessment quiz for Modern Drawing Techniques,189,1772,2025-10-10 17:35:55
501,Modern Web Design Techniques - Quiz 1,Assessment quiz for Modern Web Design Techniques,190,2097,2025-09-14 17:36:14
502,Modern Web Design Techniques - Quiz 2,Assessment quiz for Modern Web Design Techniques,190,2097,2025-09-19 17:36:14
503,First Aid Certification - Quiz 1,Assessment quiz for First Aid Certification,191,1680,2025-09-30 17:35:30
504,First Aid Certification - Quiz 2,Assessment quiz for First Aid Certification,191,1680,2025-09-26 17:35:30
505,First Aid Certification - Quiz 3,Assessment quiz for First Aid Certification,191,1680,2025-09-21 17:35:30
506,First Aid Certification - Quiz 4,Assessment quiz for First Aid Certification,191,1680,2025-09-16 17:35:30
507,Advanced SQL - Quiz 1,Assessment quiz for Advanced SQL,192,476,2025-09-30 17:24:05
508,Python Fundamentals - Quiz 1,Assessment quiz for Python Fundamentals,194,1988,2025-10-04 17:29:44
509,Python Fundamentals - Quiz 2,Assessment quiz for Python Fundamentals,194,1988,2025-09-22 17:29:44
510,Python Fundamentals - Quiz 3,Assessment quiz for Python Fundamentals,194,1988,2025-09-27 17:29:44
511,Python Fundamentals - Quiz 4,Assessment quiz for Python Fundamentals,194,1988,2025-09-21 17:29:44
512,Python Fundamentals - Quiz 5,Assessment quiz for Python Fundamentals,194,1988,2025-09-28 17:29:44
513,Professional Analytics Skills - Quiz 1,Assessment quiz for Professional Analytics Skills,195,592,2025-09-27 17:32:55
514,Italian Grammar Mastery - Quiz 1,Assessment quiz for Italian Grammar Mastery,197,2078,2025-10-01 17:30:13
515,Italian Grammar Mastery - Quiz 2,Assessment quiz for Italian Grammar Mastery,197,2078,2025-09-19 17:30:13
516,Italian Grammar Mastery - Quiz 3,Assessment quiz for Italian Grammar Mastery,197,2078,2025-09-29 17:30:13
517,Italian Grammar Mastery - Quiz 4,Assessment quiz for Italian Grammar Mastery,197,2078,2025-09-29 17:30:13
518,Italian Grammar Mastery - Quiz 5,Assessment quiz for Italian Grammar Mastery,197,2078,2025-09-25 17:30:13
519,Advanced Career - Quiz 1,Assessment quiz for Advanced Career,198,1860,2025-09-21 17:33:32
520,Advanced Career - Quiz 2,Assessment quiz for Advanced Career,198,1860,2025-09-30 17:33:32
521,Advanced Career - Quiz 3,Assessment quiz for Advanced Career,198,1860,2025-09-28 17:33:32
522,Advanced Career - Quiz 4,Assessment quiz for Advanced Career,198,1860,2025-09-30 17:33:32
523,Advanced Career - Quiz 5,Assessment quiz for Advanced Career,198,1860,2025-09-26 17:33:32
524,Introduction to AI - Quiz 1,Assessment quiz for Introduction to AI,199,276,2025-09-30 17:29:54
525,Introduction to AI - Quiz 2,Assessment quiz for Introduction to AI,199,276,2025-09-18 17:29:54
526,Modern Film Techniques - Quiz 1,Assessment quiz for Modern Film Techniques,201,1147,2025-09-25 17:26:25
527,Modern Film Techniques - Quiz 2,Assessment quiz for Modern Film Techniques,201,1147,2025-10-02 17:26:25
528,Modern Film Techniques - Quiz 3,Assessment quiz for Modern Film Techniques,201,1147,2025-09-30 17:26:25
529,Test Prep Fundamentals - Quiz 1,Assessment quiz for Test Prep Fundamentals,202,359,2025-09-15 17:26:47
530,Test Prep Fundamentals - Quiz 2,Assessment quiz for Test Prep Fundamentals,202,359,2025-10-03 17:26:47
531,Test Prep Fundamentals - Quiz 3,Assessment quiz for Test Prep Fundamentals,202,359,2025-09-26 17:26:47
532,Test Prep Fundamentals - Quiz 4,Assessment quiz for Test Prep Fundamentals,202,359,2025-09-30 17:26:47
533,Professional Communication - Quiz 1,Assessment quiz for Professional Communication,203,556,2025-10-07 17:28:30
534,Professional Communication - Quiz 2,Assessment quiz for Professional Communication,203,556,2025-09-24 17:28:30
535,Professional Communication - Quiz 3,Assessment quiz for Professional Communication,203,556,2025-09-15 17:28:30
536,Advanced Writing - Quiz 1,Assessment quiz for Advanced Writing,204,675,2025-09-15 17:38:41
537,Advanced Writing - Quiz 2,Assessment quiz for Advanced Writing,204,675,2025-09-18 17:38:41
538,Advanced Mathematics - Quiz 1,Assessment quiz for Advanced Mathematics,205,1598,2025-10-03 17:27:42
539,Advanced Mathematics - Quiz 2,Assessment quiz for Advanced Mathematics,205,1598,2025-10-04 17:27:42
540,Advanced Mathematics - Quiz 3,Assessment quiz for Advanced Mathematics,205,1598,2025-09-28 17:27:42
541,Advanced Mathematics - Quiz 4,Assessment quiz for Advanced Mathematics,205,1598,2025-09-19 17:27:42
542,Typography Masterclass - Quiz 1,Assessment quiz for Typography Masterclass,206,2136,2025-09-23 17:22:16
543,Biology Fundamentals - Quiz 1,Assessment quiz for Biology Fundamentals,207,1674,2025-10-08 17:34:03
544,Biology Fundamentals - Quiz 2,Assessment quiz for Biology Fundamentals,207,1674,2025-10-10 17:34:03
545,Analytics for Entrepreneurs - Quiz 1,Assessment quiz for Analytics for Entrepreneurs,208,1463,2025-09-15 17:33:28
546,Analytics for Entrepreneurs - Quiz 2,Assessment quiz for Analytics for Entrepreneurs,208,1463,2025-09-24 17:33:28
547,Analytics for Entrepreneurs - Quiz 3,Assessment quiz for Analytics for Entrepreneurs,208,1463,2025-10-02 17:33:28
548,Analytics for Entrepreneurs - Quiz 4,Assessment quiz for Analytics for Entrepreneurs,208,1463,2025-10-12 17:33:28
549,Analytics for Entrepreneurs - Quiz 5,Assessment quiz for Analytics for Entrepreneurs,208,1463,2025-09-13 17:33:28
550,IoT Implementation - Quiz 1,Assessment quiz for IoT Implementation,209,1048,2025-10-09 17:22:40
551,IoT Implementation - Quiz 2,Assessment quiz for IoT Implementation,209,1048,2025-09-19 17:22:40
552,IoT Implementation - Quiz 3,Assessment quiz for IoT Implementation,209,1048,2025-09-25 17:22:40
553,Music Theory Basics - Quiz 1,Assessment quiz for Music Theory Basics,210,384,2025-10-06 17:28:50
554,Modern Painting Techniques - Quiz 1,Assessment quiz for Modern Painting Techniques,211,474,2025-10-01 17:24:06
555,Modern Painting Techniques - Quiz 2,Assessment quiz for Modern Painting Techniques,211,474,2025-10-09 17:24:06
556,Professional Analytics Skills - Quiz 1,Assessment quiz for Professional Analytics Skills,212,2062,2025-10-05 17:26:27
557,Mental Health for Beginners - Quiz 1,Assessment quiz for Mental Health for Beginners,213,181,2025-10-05 17:24:11
558,Mental Health for Beginners - Quiz 2,Assessment quiz for Mental Health for Beginners,213,181,2025-09-16 17:24:11
559,Mental Health for Beginners - Quiz 3,Assessment quiz for Mental Health for Beginners,213,181,2025-10-04 17:24:11
560,Advanced Mindfulness - Quiz 1,Assessment quiz for Advanced Mindfulness,214,1787,2025-09-19 17:22:44
561,Advanced Mindfulness - Quiz 2,Assessment quiz for Advanced Mindfulness,214,1787,2025-10-02 17:22:44
562,Advanced Mindfulness - Quiz 3,Assessment quiz for Advanced Mindfulness,214,1787,2025-10-11 17:22:44
563,Advanced Mindfulness - Quiz 4,Assessment quiz for Advanced Mindfulness,214,1787,2025-10-05 17:22:44
564,Advanced Fitness - Quiz 1,Assessment quiz for Advanced Fitness,215,2099,2025-09-23 17:29:34
565,Advanced Fitness - Quiz 2,Assessment quiz for Advanced Fitness,215,2099,2025-09-15 17:29:34
566,Advanced Fitness - Quiz 3,Assessment quiz for Advanced Fitness,215,2099,2025-10-04 17:29:34
567,Learn German - Beginner - Quiz 1,Assessment quiz for Learn German - Beginner,216,1992,2025-10-08 17:23:44
568,Learn German - Beginner - Quiz 2,Assessment quiz for Learn German - Beginner,216,1992,2025-09-30 17:23:44
569,Professional AI - Quiz 1,Assessment quiz for Professional AI,218,152,2025-10-05 17:29:44
570,Professional AI - Quiz 2,Assessment quiz for Professional AI,218,152,2025-09-29 17:29:44
571,Professional AI - Quiz 3,Assessment quiz for Professional AI,218,152,2025-10-01 17:29:44
572,Learn Italian - Beginner - Quiz 1,Assessment quiz for Learn Italian - Beginner,219,1048,2025-09-19 17:36:29
573,Advanced Machine Learning - Quiz 1,Assessment quiz for Advanced Machine Learning,220,838,2025-09-29 17:26:07
574,Wellness for Beginners - Quiz 1,Assessment quiz for Wellness for Beginners,221,1598,2025-09-29 17:31:02
575,Wellness for Beginners - Quiz 2,Assessment quiz for Wellness for Beginners,221,1598,2025-10-10 17:31:02
576,Wellness for Beginners - Quiz 3,Assessment quiz for Wellness for Beginners,221,1598,2025-09-15 17:31:02
577,Wellness for Beginners - Quiz 4,Assessment quiz for Wellness for Beginners,221,1598,2025-10-06 17:31:02
578,Wellness for Beginners - Quiz 5,Assessment quiz for Wellness for Beginners,221,1598,2025-09-28 17:31:02
579,Creative Photography Workshop - Quiz 1,Assessment quiz for Creative Photography Workshop,222,1283,2025-10-09 17:25:52
580,Creative Photography Workshop - Quiz 2,Assessment quiz for Creative Photography Workshop,222,1283,2025-10-08 17:25:52
581,Creative Photography Workshop - Quiz 3,Assessment quiz for Creative Photography Workshop,222,1283,2025-09-16 17:25:52
582,Creative Photography Workshop - Quiz 4,Assessment quiz for Creative Photography Workshop,222,1283,2025-10-08 17:25:52
583,Creative Photography Workshop - Quiz 5,Assessment quiz for Creative Photography Workshop,222,1283,2025-09-16 17:25:52
584,Web Design Masterclass - Quiz 1,Assessment quiz for Web Design Masterclass,223,952,2025-10-02 17:35:54
585,Web Design Masterclass - Quiz 2,Assessment quiz for Web Design Masterclass,223,952,2025-10-04 17:35:54
586,Web Design Masterclass - Quiz 3,Assessment quiz for Web Design Masterclass,223,952,2025-09-29 17:35:54
587,Study Skills Fundamentals - Quiz 1,Assessment quiz for Study Skills Fundamentals,224,216,2025-09-17 17:30:32
588,Study Skills Fundamentals - Quiz 2,Assessment quiz for Study Skills Fundamentals,224,216,2025-10-08 17:30:32
589,Study Skills Fundamentals - Quiz 3,Assessment quiz for Study Skills Fundamentals,224,216,2025-09-21 17:30:32
590,Study Skills Fundamentals - Quiz 4,Assessment quiz for Study Skills Fundamentals,224,216,2025-09-29 17:30:32
591,French Conversation - Quiz 1,Assessment quiz for French Conversation,225,1149,2025-09-22 17:27:22
592,French Conversation - Quiz 2,Assessment quiz for French Conversation,225,1149,2025-09-20 17:27:22
593,Complete First Aid Guide - Quiz 1,Assessment quiz for Complete First Aid Guide,226,1558,2025-10-10 17:28:51
594,Painting Basics - Quiz 1,Assessment quiz for Painting Basics,227,984,2025-09-28 17:35:00
595,Painting Basics - Quiz 2,Assessment quiz for Painting Basics,227,984,2025-10-10 17:35:00
596,Painting Basics - Quiz 3,Assessment quiz for Painting Basics,227,984,2025-09-22 17:35:00
597,Painting Basics - Quiz 4,Assessment quiz for Painting Basics,227,984,2025-09-15 17:35:00
598,Mindfulness Skills - Quiz 1,Assessment quiz for Mindfulness Skills,228,317,2025-10-12 17:31:40
599,Mindfulness Skills - Quiz 2,Assessment quiz for Mindfulness Skills,228,317,2025-09-28 17:31:40
600,Mindfulness Skills - Quiz 3,Assessment quiz for Mindfulness Skills,228,317,2025-09-16 17:31:40
601,Mindfulness Skills - Quiz 4,Assessment quiz for Mindfulness Skills,228,317,2025-09-17 17:31:40
602,Introduction to Statistics - Quiz 1,Assessment quiz for Introduction to Statistics,229,776,2025-10-01 17:26:43
603,Introduction to Statistics - Quiz 2,Assessment quiz for Introduction to Statistics,229,776,2025-09-29 17:26:43
604,Research Methods Preparation - Quiz 1,Assessment quiz for Research Methods Preparation,230,2136,2025-10-02 17:38:48
605,Research Methods Preparation - Quiz 2,Assessment quiz for Research Methods Preparation,230,2136,2025-09-16 17:38:48
606,Research Methods Preparation - Quiz 3,Assessment quiz for Research Methods Preparation,230,2136,2025-09-19 17:38:48
607,Research Methods Preparation - Quiz 4,Assessment quiz for Research Methods Preparation,230,2136,2025-10-05 17:38:48
608,Research Methods Preparation - Quiz 5,Assessment quiz for Research Methods Preparation,230,2136,2025-10-12 17:38:48
609,Logic Preparation - Quiz 1,Assessment quiz for Logic Preparation,231,164,2025-10-03 17:23:18
610,Logic Preparation - Quiz 2,Assessment quiz for Logic Preparation,231,164,2025-10-01 17:23:18
611,Logic Preparation - Quiz 3,Assessment quiz for Logic Preparation,231,164,2025-09-28 17:23:18
612,Logic Preparation - Quiz 4,Assessment quiz for Logic Preparation,231,164,2025-10-02 17:23:18
613,Logic Preparation - Quiz 5,Assessment quiz for Logic Preparation,231,164,2025-09-25 17:23:18
614,UI/UX Design Principles - Quiz 1,Assessment quiz for UI/UX Design Principles,232,1641,2025-09-30 17:28:56
615,UI/UX Design Principles - Quiz 2,Assessment quiz for UI/UX Design Principles,232,1641,2025-09-28 17:28:56
616,UI/UX Design Principles - Quiz 3,Assessment quiz for UI/UX Design Principles,232,1641,2025-09-29 17:28:56
617,UI/UX Design Principles - Quiz 4,Assessment quiz for UI/UX Design Principles,232,1641,2025-10-02 17:28:56
618,UI/UX Design Principles - Quiz 5,Assessment quiz for UI/UX Design Principles,232,1641,2025-10-02 17:28:56
619,Creative Film Workshop - Quiz 1,Assessment quiz for Creative Film Workshop,233,556,2025-10-08 17:24:10
620,Creative Film Workshop - Quiz 2,Assessment quiz for Creative Film Workshop,233,556,2025-09-18 17:24:10
621,Creative Film Workshop - Quiz 3,Assessment quiz for Creative Film Workshop,233,556,2025-10-08 17:24:10
622,Creative Film Workshop - Quiz 4,Assessment quiz for Creative Film Workshop,233,556,2025-09-21 17:24:10
623,Advanced Cloud Computing - Quiz 1,Assessment quiz for Advanced Cloud Computing,234,567,2025-10-09 17:22:48
624,Advanced Cloud Computing - Quiz 2,Assessment quiz for Advanced Cloud Computing,234,567,2025-09-28 17:22:48
625,Professional Study Skills - Quiz 1,Assessment quiz for Professional Study Skills,235,300,2025-09-22 17:27:02
626,Professional Study Skills - Quiz 2,Assessment quiz for Professional Study Skills,235,300,2025-10-05 17:27:02
627,Project Management Strategy - Quiz 1,Assessment quiz for Project Management Strategy,237,1737,2025-09-26 17:37:05
628,Project Management Strategy - Quiz 2,Assessment quiz for Project Management Strategy,237,1737,2025-10-06 17:37:05
629,Learn Spanish - Beginner - Quiz 1,Assessment quiz for Learn Spanish - Beginner,238,1387,2025-10-12 17:35:28
630,Learn Spanish - Beginner - Quiz 2,Assessment quiz for Learn Spanish - Beginner,238,1387,2025-09-23 17:35:28
631,Learn Spanish - Beginner - Quiz 3,Assessment quiz for Learn Spanish - Beginner,238,1387,2025-09-17 17:35:28
632,Learn Spanish - Beginner - Quiz 4,Assessment quiz for Learn Spanish - Beginner,238,1387,2025-09-19 17:35:28
633,Creative Typography Workshop - Quiz 1,Assessment quiz for Creative Typography Workshop,239,240,2025-10-08 17:26:45
634,Creative Typography Workshop - Quiz 2,Assessment quiz for Creative Typography Workshop,239,240,2025-10-08 17:26:45
635,Creative Typography Workshop - Quiz 3,Assessment quiz for Creative Typography Workshop,239,240,2025-09-26 17:26:45
636,Wellness for Beginners - Quiz 1,Assessment quiz for Wellness for Beginners,240,529,2025-09-27 17:29:05
637,Wellness for Beginners - Quiz 2,Assessment quiz for Wellness for Beginners,240,529,2025-09-16 17:29:05
638,Test Prep Fundamentals - Quiz 1,Assessment quiz for Test Prep Fundamentals,241,411,2025-10-04 17:21:37
639,Effective Communication - Quiz 1,Assessment quiz for Effective Communication,242,276,2025-10-04 17:27:42
640,Effective Communication - Quiz 2,Assessment quiz for Effective Communication,242,276,2025-10-01 17:27:42
641,Effective Communication - Quiz 3,Assessment quiz for Effective Communication,242,276,2025-10-12 17:27:42
642,Effective Communication - Quiz 4,Assessment quiz for Effective Communication,242,276,2025-10-12 17:27:42
643,Effective Communication - Quiz 5,Assessment quiz for Effective Communication,242,276,2025-09-27 17:27:42
644,Professional Yoga - Quiz 1,Assessment quiz for Professional Yoga,243,1060,2025-09-19 17:23:39
645,Professional Yoga - Quiz 2,Assessment quiz for Professional Yoga,243,1060,2025-10-09 17:23:39
646,Blockchain Best Practices - Quiz 1,Assessment quiz for Blockchain Best Practices,244,181,2025-10-06 17:23:19
647,Blockchain Best Practices - Quiz 2,Assessment quiz for Blockchain Best Practices,244,181,2025-09-26 17:23:19
648,Blockchain Best Practices - Quiz 3,Assessment quiz for Blockchain Best Practices,244,181,2025-09-15 17:23:19
649,Introduction to Cybersecurity - Quiz 1,Assessment quiz for Introduction to Cybersecurity,245,241,2025-10-03 17:24:29
650,Introduction to Cybersecurity - Quiz 2,Assessment quiz for Introduction to Cybersecurity,245,241,2025-10-12 17:24:29
651,Fitness for Beginners - Quiz 1,Assessment quiz for Fitness for Beginners,246,2119,2025-09-30 17:30:13
652,Time Management Mastery - Quiz 1,Assessment quiz for Time Management Mastery,247,236,2025-09-17 17:27:08
653,Time Management Mastery - Quiz 2,Assessment quiz for Time Management Mastery,247,236,2025-09-22 17:27:08
654,Time Management Mastery - Quiz 3,Assessment quiz for Time Management Mastery,247,236,2025-09-28 17:27:08
655,Painting Basics - Quiz 1,Assessment quiz for Painting Basics,248,1003,2025-10-01 17:25:16
656,Cloud Computing Implementation - Quiz 1,Assessment quiz for Cloud Computing Implementation,249,1992,2025-10-09 17:36:49
657,Cloud Computing Implementation - Quiz 2,Assessment quiz for Cloud Computing Implementation,249,1992,2025-09-20 17:36:49
658,Cloud Computing Implementation - Quiz 3,Assessment quiz for Cloud Computing Implementation,249,1992,2025-09-24 17:36:49
659,Advanced Study Skills - Quiz 1,Assessment quiz for Advanced Study Skills,250,1169,2025-09-14 17:33:37
660,Advanced Study Skills - Quiz 2,Assessment quiz for Advanced Study Skills,250,1169,2025-10-06 17:33:37
661,Advanced React - Quiz 1,Assessment quiz for Advanced React,251,852,2025-09-27 17:27:08
662,Advanced React - Quiz 2,Assessment quiz for Advanced React,251,852,2025-10-07 17:27:08
663,Advanced React - Quiz 3,Assessment quiz for Advanced React,251,852,2025-09-17 17:27:08
664,Advanced React - Quiz 4,Assessment quiz for Advanced React,251,852,2025-10-09 17:27:08
665,Advanced Machine Learning - Quiz 1,Assessment quiz for Advanced Machine Learning,252,199,2025-09-29 17:26:14
666,Advanced Test Prep - Quiz 1,Assessment quiz for Advanced Test Prep,253,474,2025-09-16 17:27:24
667,Advanced Test Prep - Quiz 2,Assessment quiz for Advanced Test Prep,253,474,2025-09-25 17:27:24
668,Advanced Test Prep - Quiz 3,Assessment quiz for Advanced Test Prep,253,474,2025-10-04 17:27:24
669,Advanced Test Prep - Quiz 4,Assessment quiz for Advanced Test Prep,253,474,2025-09-19 17:27:24
670,Italian Grammar Mastery - Quiz 1,Assessment quiz for Italian Grammar Mastery,254,592,2025-09-23 17:29:25
671,Italian Grammar Mastery - Quiz 2,Assessment quiz for Italian Grammar Mastery,254,592,2025-10-10 17:29:25
672,Italian Grammar Mastery - Quiz 3,Assessment quiz for Italian Grammar Mastery,254,592,2025-10-09 17:29:25
673,Typography Masterclass - Quiz 1,Assessment quiz for Typography Masterclass,255,123,2025-10-09 17:21:19
674,Typography Masterclass - Quiz 2,Assessment quiz for Typography Masterclass,255,123,2025-10-12 17:21:19
675,Typography Masterclass - Quiz 3,Assessment quiz for Typography Masterclass,255,123,2025-10-09 17:21:19
676,Typography Masterclass - Quiz 4,Assessment quiz for Typography Masterclass,255,123,2025-09-29 17:21:19
677,Leadership Strategy - Quiz 1,Assessment quiz for Leadership Strategy,256,266,2025-09-29 17:32:08
678,Leadership Strategy - Quiz 2,Assessment quiz for Leadership Strategy,256,266,2025-09-20 17:32:08
679,Leadership Strategy - Quiz 3,Assessment quiz for Leadership Strategy,256,266,2025-10-01 17:32:08
680,Italian for Travelers - Quiz 1,Assessment quiz for Italian for Travelers,258,818,2025-10-08 17:30:19
681,Italian for Travelers - Quiz 2,Assessment quiz for Italian for Travelers,258,818,2025-10-05 17:30:19
682,Italian for Travelers - Quiz 3,Assessment quiz for Italian for Travelers,258,818,2025-10-07 17:30:19
683,Italian for Travelers - Quiz 4,Assessment quiz for Italian for Travelers,258,818,2025-09-28 17:30:19
684,Italian for Travelers - Quiz 5,Assessment quiz for Italian for Travelers,258,818,2025-09-22 17:30:19
685,Advanced Test Prep - Quiz 1,Assessment quiz for Advanced Test Prep,259,1351,2025-09-19 17:38:33
686,Learn Japanese - Beginner - Quiz 1,Assessment quiz for Learn Japanese - Beginner,260,806,2025-09-20 17:21:44
687,Learn Japanese - Beginner - Quiz 2,Assessment quiz for Learn Japanese - Beginner,260,806,2025-09-16 17:21:44
688,Learn Japanese - Beginner - Quiz 3,Assessment quiz for Learn Japanese - Beginner,260,806,2025-10-08 17:21:44
689,Film Masterclass - Quiz 1,Assessment quiz for Film Masterclass,264,876,2025-09-19 17:34:28
690,Film Masterclass - Quiz 2,Assessment quiz for Film Masterclass,264,876,2025-10-04 17:34:28
691,Master C++ - Quiz 1,Assessment quiz for Master C++,265,62,2025-09-26 17:25:38
692,Master C++ - Quiz 2,Assessment quiz for Master C++,265,62,2025-10-03 17:25:38
693,Master C++ - Quiz 3,Assessment quiz for Master C++,265,62,2025-10-02 17:25:38
694,Digital UI/UX Course - Quiz 1,Assessment quiz for Digital UI/UX Course,266,12,2025-10-12 17:26:44
695,Digital UI/UX Course - Quiz 2,Assessment quiz for Digital UI/UX Course,266,12,2025-10-11 17:26:44
696,Finance Strategy - Quiz 1,Assessment quiz for Finance Strategy,267,838,2025-09-28 17:22:41
697,Finance Strategy - Quiz 2,Assessment quiz for Finance Strategy,267,838,2025-10-10 17:22:41
698,Finance Strategy - Quiz 3,Assessment quiz for Finance Strategy,267,838,2025-09-29 17:22:41
699,Finance Strategy - Quiz 4,Assessment quiz for Finance Strategy,267,838,2025-10-09 17:22:41
700,Finance Strategy - Quiz 5,Assessment quiz for Finance Strategy,267,838,2025-10-11 17:22:41
701,Digital Web Design Course - Quiz 1,Assessment quiz for Digital Web Design Course,268,158,2025-09-27 17:37:02
702,Digital Web Design Course - Quiz 2,Assessment quiz for Digital Web Design Course,268,158,2025-10-07 17:37:02
703,Logo Design Masterclass - Quiz 1,Assessment quiz for Logo Design Masterclass,269,2141,2025-10-11 17:26:21
704,Advanced Research Methods - Quiz 1,Assessment quiz for Advanced Research Methods,271,1099,2025-09-17 17:29:17
705,Goal Setting Skills - Quiz 1,Assessment quiz for Goal Setting Skills,272,828,2025-09-28 17:33:34
706,Goal Setting Skills - Quiz 2,Assessment quiz for Goal Setting Skills,272,828,2025-09-16 17:33:34
707,Goal Setting Skills - Quiz 3,Assessment quiz for Goal Setting Skills,272,828,2025-10-12 17:33:34
708,Professional Cloud Computing - Quiz 1,Assessment quiz for Professional Cloud Computing,273,351,2025-10-09 17:30:33
709,Critical Thinking Fundamentals - Quiz 1,Assessment quiz for Critical Thinking Fundamentals,274,749,2025-09-14 17:36:49
710,Study Skills Preparation - Quiz 1,Assessment quiz for Study Skills Preparation,277,1536,2025-09-29 17:27:00
711,Study Skills Preparation - Quiz 2,Assessment quiz for Study Skills Preparation,277,1536,2025-09-20 17:27:00
712,Business Spanish - Quiz 1,Assessment quiz for Business Spanish,278,400,2025-09-20 17:24:47
713,Business Spanish - Quiz 2,Assessment quiz for Business Spanish,278,400,2025-09-15 17:24:47
714,French Conversation - Quiz 1,Assessment quiz for French Conversation,279,1402,2025-09-18 17:29:30
715,Photography Masterclass - Quiz 1,Assessment quiz for Photography Masterclass,280,229,2025-09-27 17:26:33
716,Photography Masterclass - Quiz 2,Assessment quiz for Photography Masterclass,280,229,2025-10-11 17:26:33
717,Photography Masterclass - Quiz 3,Assessment quiz for Photography Masterclass,280,229,2025-10-02 17:26:33
718,Photography Masterclass - Quiz 4,Assessment quiz for Photography Masterclass,280,229,2025-09-27 17:26:33
719,Photography Masterclass - Quiz 5,Assessment quiz for Photography Masterclass,280,229,2025-10-03 17:26:33
720,Complete Nutrition Guide - Quiz 1,Assessment quiz for Complete Nutrition Guide,281,400,2025-10-09 17:22:28
721,Complete Nutrition Guide - Quiz 2,Assessment quiz for Complete Nutrition Guide,281,400,2025-09-21 17:22:28
722,Complete Nutrition Guide - Quiz 3,Assessment quiz for Complete Nutrition Guide,281,400,2025-09-23 17:22:28
723,Effective Communication - Quiz 1,Assessment quiz for Effective Communication,283,989,2025-09-28 17:33:54
724,Effective Communication - Quiz 2,Assessment quiz for Effective Communication,283,989,2025-10-09 17:33:54
725,Advanced Data Science - Quiz 1,Assessment quiz for Advanced Data Science,284,1838,2025-10-04 17:25:40
726,Advanced Data Science - Quiz 2,Assessment quiz for Advanced Data Science,284,1838,2025-10-02 17:25:40
727,Advanced Data Science - Quiz 3,Assessment quiz for Advanced Data Science,284,1838,2025-09-26 17:25:40
728,Advanced Data Science - Quiz 4,Assessment quiz for Advanced Data Science,284,1838,2025-10-12 17:25:40
729,Advanced Communication - Quiz 1,Assessment quiz for Advanced Communication,285,709,2025-10-04 17:21:03
730,Advanced Communication - Quiz 2,Assessment quiz for Advanced Communication,285,709,2025-09-18 17:21:03
731,Advanced Communication - Quiz 3,Assessment quiz for Advanced Communication,285,709,2025-10-03 17:21:03
732,Advanced Communication - Quiz 4,Assessment quiz for Advanced Communication,285,709,2025-10-12 17:21:03
733,Professional Time Management - Quiz 1,Assessment quiz for Professional Time Management,286,1326,2025-09-17 17:30:50
734,Professional Time Management - Quiz 2,Assessment quiz for Professional Time Management,286,1326,2025-09-29 17:30:50
